,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,regional_sales_label,interval_years_2020,gloabl_sales_log,cluster_label
14465,Otometeki Koi Kakumei * Love Revo,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14466,Guitar Hero: World Tour,PC,2009.0,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03,,,7.8,9.0,Neversoft Entertainment,T,EU,0.75,0.1108612288668109,23
14467,Super Meat Boy: Ultra Edition!,PC,2011.0,Platform,Unknown,0.0,0.02,0.0,0.01,0.03,,,,,,,EU,0.875,0.1108612288668109,23
14468,Dr. Muto,GC,2002.0,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03,63.0,6.0,tbd,,Midway,T,NA&EU,0.625,0.1108612288668109,1
14469,Super Heroine Chronicle,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14470,Otomedius Gorgeous,X360,2008.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14471,Egg Mania: Eggstreme Madness,PS2,2002.0,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03,64.0,8.0,tbd,,Kemco,E,NA&EU,0.625,0.1108612288668109,15
14472,Alter Ego,PC,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,59.0,9.0,5.8,19.0,"Viva Media, Viva Media, LLC",T,EU,0.25,0.1108612288668109,0
14473,Kiniro no Corda 3,PS2,2010.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,3
14474,Zero Escape: Virtue's Last Reward,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,88.0,15.0,8.8,188.0,ChunSoft,M,,0.875,0.1108612288668109,22
14475,Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,80.0,33.0,7.3,27.0,Iron Galaxy Studios,T,JP,0.875,0.1108612288668109,0
14476,Transformers: Devastation,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,74.0,9.0,7.6,56.0,PlatinumGames,T,EU,1.0,0.1108612288668109,0
14477,MotoGP 15,XOne,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,65.0,9.0,,,Milestone S.r.l,,EU,1.0,0.1108612288668109,0
14478,Highschool Terra Story,SAT,1998.0,Adventure,KID,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.5,0.1108612288668109,3
14479,Summer Athletics: The Ultimate Challenge,X360,2008.0,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03,48.0,10.0,tbd,,49Games,E,NA&EU,0.75,0.1108612288668109,26
14480,The Golf Club,XOne,2014.0,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,15.0,5.4,59.0,HB Studios Multimedia,E,,0.875,0.1108612288668109,16
14481,Emergency! Disaster Rescue Squad,DS,2009.0,Simulation,Destineer,0.03,0.0,0.0,0.0,0.03,,,,,,,,0.75,0.1108612288668109,19
14482,Neverwinter Nights,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.0,0.03,91.0,34.0,8.2,490.0,BioWare,T,EU,0.625,0.1108612288668109,0
14483,Suggoi! Arcana Heart 2,PS2,2009.0,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14484,Crazy Machines,DS,2008.0,Puzzle,DTP Entertainment,0.0,0.03,0.0,0.0,0.03,,,,,,,EU,0.75,0.1108612288668109,19
14485,Ebikore Photo Kano Kiss ,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14486,East India Company Collection,PC,2010.0,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,,,tbd,,Nitro Games,T,EU,0.875,0.1108612288668109,23
14487,Mother Goose no Himitsu no Yakata,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14488,Fast & Furious: Showdown,X360,2013.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,,,,,,,EU,0.875,0.1108612288668109,20
14489,Winning Post 7 2009,PSP,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,20
14490,Puzzle & Action: Tant-R,GEN,1994.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.375,0.1108612288668109,19
14491,Code Lyoko: Quest for Infinity,PSP,2008.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,,,tbd,,Neko Entertainment,E10+,,0.75,0.1108612288668109,20
14492,The Voice,PS3,2014.0,Action,Activision,0.02,0.0,0.0,0.01,0.03,,,tbd,,Activision,,,0.875,0.1108612288668109,20
14493,Digimon World 4,XB,2005.0,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03,54.0,5.0,8.8,4.0,Bandai,E,NA&EU,0.75,0.1108612288668109,15
14494,Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,76.0,10.0,7.3,9.0,Arc System Works,T,EU,0.75,0.1108612288668109,0
14495,Kekkaishi: Kokubourou Shuurai,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14496,Galleon: Islands of Mystery,XB,2004.0,Action,SCi,0.02,0.01,0.0,0.0,0.03,67.0,40.0,7,10.0,Confounding Factor,T,NA&EU,0.625,0.1108612288668109,5
14497,Montessori Music,DS,2008.0,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03,,,tbd,,Will,E,EU,0.75,0.1108612288668109,4
14498,World Sports Competition,PS3,2009.0,Sports,Hudson Soft,0.02,0.0,0.0,0.01,0.03,,,,,,,,0.75,0.1108612288668109,23
14499,Shugo Chara! Amunonijiro Chara Change,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14500,Renai 0 Kilometer,PSP,2013.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14501,Sunny Garcia Surfing,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,61.0,11.0,7.9,7.0,Krome Studios,E,NA&EU,0.625,0.1108612288668109,26
14502,Far East of Eden Shinden,NG,1995.0,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.5,0.1108612288668109,25
14503,Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008.0,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14504,Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,76.0,20.0,7.5,549.0,Eagle Dynamics,E,EU,0.625,0.1108612288668109,0
14505,MotorHead,PS,1998.0,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,10
14506,Max & the Magic Marker,Wii,2011.0,Platform,Unknown,0.0,0.03,0.0,0.0,0.03,,,,,,,EU,0.875,0.1108612288668109,23
14507,Ao no Kanata no Four Rhythm,PSV,2016.0,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,3
14508,StormLover,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14509,Gloria Union,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14510,Gensou Suikoden I & II,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,20
14511,Worms: WMD,PS4,2016.0,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,23.0,7.6,19.0,Team 17,E10+,EU,1.0,0.1108612288668109,14
14512,Shaun White Skateboarding,PC,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,,,7.3,6.0,Ubisoft Montreal,T,EU,0.875,0.1108612288668109,23
14513,Eyeshield 21: DevilBats DevilDays,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14514,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,19
14515,Jyuzaengi: Engetsu Sangokuden,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14516,Ratatouille,PC,2007.0,Action,THQ,0.01,0.01,0.0,0.0,0.03,,,7.9,9.0,Asobo Studio,E,NA&EU,0.75,0.1108612288668109,2
14517,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14518,Rabbids Land,WiiU,2012.0,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.03,52.0,26.0,5.2,29.0,Ubisoft Paris,E10+,NA&EU,0.875,0.1108612288668109,24
14519,Dancing Blade II: Tears of Eden,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.5,0.1108612288668109,25
14520,Kokoro no Kokoron,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,19
14521,Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14522,BeatMania IIDX 13: DistorteD,PS2,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14523,Guild Wars,PC,2005.0,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03,89.0,53.0,8.4,455.0,ArenaNet,T,,0.75,0.1108612288668109,0
14524,Go! Go! Hypergrind,GC,2003.0,Sports,Atlus,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.625,0.1108612288668109,10
14525,Great Edo Blacksmith,PSV,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,3
14526,Keshisasu-Kun: Battle Kas-tival,DS,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14527,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,19
14528,Peak Performance,PS,1997.0,Racing,JVC,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,10
14529,Take On Helicopters,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,70.0,10.0,6.7,28.0,Bohemia Interactive,T,EU,0.875,0.1108612288668109,0
14530,Young Justice: Legacy,3DS,2013.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,,,7.1,7.0,Farsight Studios,E10+,,0.875,0.1108612288668109,20
14531,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012.0,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,3
14532,DokiDoki Majo Shinpan! 2,DS,2008.0,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14533,S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,66.0,16.0,7.8,10.0,Genki,T,NA&EU,0.75,0.1108612288668109,1
14534,Freaky Flyers,XB,2003.0,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03,64.0,22.0,tbd,,Midway,T,NA&EU,0.625,0.1108612288668109,21
14535,Nacho Libre,DS,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,56.0,6.0,5.8,6.0,BudCat,E10+,,0.75,0.1108612288668109,16
14536,Power Rangers Super Megaforce ,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,43.0,7.0,tbd,,Bandai Namco Games,E10+,NA&EU,0.875,0.1108612288668109,14
14537,Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,83.0,31.0,8.3,128.0,Relic,T,EU,0.625,0.1108612288668109,0
14538,Zoboomafoo: Leapin' Lemurs!,PS,2001.0,Action,Encore,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.625,0.1108612288668109,10
14539,Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,74.0,8.0,8.3,70.0,Ubisoft,E,EU,0.625,0.1108612288668109,0
14540,Dennou Senki Virtual-On Force,X360,2010.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14541,Rugby 15,X360,2015.0,Sports,Bigben Interactive,0.0,0.03,0.0,0.0,0.03,,,,,HB Studios Multimedia,E,EU,1.0,0.1108612288668109,23
14542,Nettou! Powerful Koushien,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,19
14543,Graffiti Kingdom,PS2,2004.0,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,71.0,27.0,7.1,12.0,Taito Corporation,E,NA&EU,0.625,0.1108612288668109,15
14544,King Arthur II,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,,,,,,,EU,0.875,0.1108612288668109,23
14545,Armored Core SL: Silent Line Portable,PSP,2009.0,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,20
14546,Looney Tunes: Galactic Sports,PSV,2015.0,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,tbd,,Virtual Toys,,EU,1.0,0.1108612288668109,20
14547,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14548,Combat Elite: WWII Paratroopers,XB,,Shooter,Unknown,0.02,0.01,0.0,0.0,0.03,56.0,11.0,tbd,,BattleBorne,T,NA&EU,0.125,0.1108612288668109,1
14549,Lethal Enforcers I & II,PS,1996.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,10
14550,Bubble Bobble Evolution,PSP,2006.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03,47.0,5.0,tbd,,Opus,E,,0.75,0.1108612288668109,16
14551,Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,78.0,20.0,9.3,6.0,Namco,E,NA&EU,0.625,0.1108612288668109,8
14552,Who Wants to be a Millionaire: 1st Edition,DS,2007.0,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,,,EU,0.75,0.1108612288668109,19
14553,N+,PSP,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03,79.0,21.0,7.8,18.0,"Metanet Software Inc., SilverBirch Studios",E,,0.75,0.1108612288668109,16
14554,Minna no Golf Jou Vol.1,PSP,2007.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,20
14555,Ducati World Racing Challenge,PS,2001.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,68.0,7.0,tbd,,Attention To Detail,E,NA&EU,0.625,0.1108612288668109,15
14556,Super Collapse! II,GBA,2004.0,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.625,0.1108612288668109,10
14557,Pop'n Music 14 Fever!,PS2,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14558,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005.0,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.75,0.1108612288668109,19
14559,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010.0,Role-Playing,Gust,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14560,Lux-Pain (JP sales),DS,2008.0,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14561,Smashing Drive,GBA,2004.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,,,tbd,,Raylight Studios,E,NA&EU,0.625,0.1108612288668109,2
14562,Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,65.0,17.0,tbd,,"Mistwalker, Artoon",E10+,,0.75,0.1108612288668109,16
14563,Big Mountain 2000,N64,1998.0,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,25
14564,Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,17
14565,Charlie Blasts Territory,N64,1999.0,Action,Kemco,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,10
14566,Senko no Ronde DUO,X360,2010.0,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14567,Knights of Honor,PC,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,77.0,26.0,9.1,89.0,Black Sea Studios,E10+,EU,0.625,0.1108612288668109,0
14568,CIMA: The Enemy,GBA,2003.0,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,70.0,11.0,tbd,,Neverland,E,NA&EU,0.625,0.1108612288668109,8
14569,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14570,The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,72.0,18.0,8.1,48.0,Headup Games,,EU,0.875,0.1108612288668109,0
14571,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010.0,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14572,Code Geass: Hangyaku no Lelouch,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14573,Terraria,WiiU,2016.0,Action,505 Games,0.0,0.03,0.0,0.0,0.03,,,6.9,7.0,"Engine Software, Re-Logic",T,EU,1.0,0.1108612288668109,20
14574,Hudson x GReeeeN Live!? DeeeeS!?,DS,2010.0,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,19
14575,Daibakushou: Jinsei Gekijou,SNES,1995.0,Misc,Taito,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.5,0.1108612288668109,19
14576,Marble Madness / Klax,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,,,tbd,,Frame Studios Interactive,E,NA&EU,0.75,0.1108612288668109,2
14577,Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03,,,,,,,,0.75,0.1108612288668109,20
14578,Suzumiya Haruhi no Chokuretsu,DS,2009.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14579,DJ Max Portable 3,PSP,2010.0,Misc,CyberFront,0.01,0.0,0.02,0.0,0.03,,,4.6,9.0,"PM Studios Inc., Pentavision Entertainment",E10+,JP&NA,0.875,0.1108612288668109,18
14580,Boot Camp Academy,Wii,2010.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,Ubisoft,E10+,,0.875,0.1108612288668109,18
14581,The Idolmaster: Gravure For You! Vol. 5,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,19
14582,S.Y.K Renshouden,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,3
14583,Empire Earth II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,79.0,39.0,7.1,89.0,Mad Doc Software,T,EU,0.75,0.1108612288668109,0
14584,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14585,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,58.0,16.0,tbd,,Shin'en,E,,0.75,0.1108612288668109,16
14586,Nectaris: Military Madness,PS,1998.0,Strategy,Hudson Soft,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,10
14587,Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007.0,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14588,D.C.I.F.: Da Capo Innocent Finale,PS2,2009.0,Adventure,Sweets,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14589,Konpeki no Kantai,SNES,1995.0,Strategy,Angel Studios,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.5,0.1108612288668109,25
14590,Who Wants to be a Millionaire: 1st Edition,Wii,2007.0,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,,,EU,0.75,0.1108612288668109,19
14591,BRAHMA Force: The Assault on Beltlogger 9,PS,1996.0,Shooter,JVC,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,10
14592,Tenka-bito,PS2,2006.0,Strategy,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14593,Hot Pixel,PSP,2007.0,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,55.0,35.0,6.5,6.0,zSlide,T,,0.75,0.1108612288668109,21
14594,Doodle Hex,DS,2008.0,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03,68.0,14.0,,,Tragnarion Studios,,EU,0.75,0.1108612288668109,0
14595,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015.0,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14596,Valentino Rossi: The Game,XOne,2016.0,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,74.0,5.0,8.1,7.0,Milestone S.r.l,E,EU,1.0,0.1108612288668109,15
14597,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,19
14598,Codename: Panzers Cold War,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.03,67.0,28.0,5.8,8.0,Stormregion,T,EU,0.75,0.1108612288668109,0
14599,Samurai Spirits: Tenkaichi Kenkakuden,PS2,,Fighting,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.125,0.1108612288668109,25
14600,Robo Pit,PS,1995.0,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,10
14601,Story Hour: Adventures,Wii,2008.0,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,tbd,,Other Ocean Interactive,E,,0.75,0.1108612288668109,4
14602,Muv-Luv Alternative: Total Eclipse,PS3,2013.0,Simulation,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14603,R-Type III: The Third Lightning,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,46.0,11.0,tbd,,Raylight Studios,E,NA&EU,0.625,0.1108612288668109,8
14604,Star Wars: The Force Unleashed II,PC,2010.0,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,59.0,14.0,5.8,162.0,LucasArts,T,,0.875,0.1108612288668109,0
14605,Heathcliff! The Fast and the Furriest,Wii,2010.0,Racing,Storm City Games,0.03,0.0,0.0,0.0,0.03,,,tbd,,Storm City Games,E,,0.875,0.1108612288668109,4
14606,Darius Burst: Chronicle Saviours,PSV,2016.0,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14607,Blokus Portable: Steambot Championship,PSP,2006.0,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,51.0,5.0,tbd,,Irem,E,,0.75,0.1108612288668109,16
14608,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,1.0,0.1108612288668109,20
14609,Hakuouki,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.75,0.1108612288668109,3
14610,Atomic Betty,GBA,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,62.0,10.0,7.5,6.0,"Big Blue Bubble Inc., Breakthrough New Media",E,NA&EU,0.75,0.1108612288668109,8
14611,"Princess Natasha: Student, Secret Agent, Princess",DS,2006.0,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,,,,,,,,0.75,0.1108612288668109,19
14612,Doom,PC,1992.0,Shooter,id Software,0.02,0.0,0.0,0.0,0.03,85.0,44.0,8.2,1796.0,id Software,M,,0.375,0.1108612288668109,22
14613,Robin Hood: Defender of the Crown,XB,2003.0,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03,57.0,13.0,tbd,,Atomic Planet Entertainment,T,NA&EU,0.625,0.1108612288668109,21
14614,Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,JP,0.875,0.1108612288668109,20
14615,Street Jam Basketball,GBA,2004.0,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,35.0,7.0,8,7.0,Prograph,E,NA&EU,0.625,0.1108612288668109,6
14616,Armored Core: Last Raven Portable,PSP,2010.0,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,,,tbd,,From Software,T,JP,0.875,0.1108612288668109,20
14617,Master of Monsters: Disciples of Gaia,PS,1997.0,Strategy,Agetec,0.02,0.01,0.0,0.0,0.03,,,,,,,NA&EU,0.5,0.1108612288668109,10
